Title,Artist,Time,Lyric
涙売りの少女,AKB48,"
発売日：2007-04-18",「誰か、私を買ってください」この夜の片隅で誰にも忘れられて雑誌で見た街を一人泳いでる回遊魚学校はつまらない友達はメールだけ海の底で暮らすような苛立つ息苦しさ持て余したこの時間をどう　使えばいいのか何のために生きてるのかわからなくなるのまるで　マッチ売りの少女街角に立ち尽くしてそこ行く誰か　ねえ　今すぐ声掛けてまるで　マッチ売りの少女私には何もなくて売るものが見つからない頬伝う　涙買ってくださいショウウインドウの中のしあわせにはどれにも0(ゼロ)が並ぶ値札がある憧れはため息に…新しい4WD助手席から誘われ甘い餌に釣られそうな危険なタイトロープ大事なもの　失くして行くその不安に怯えて派手な化粧仮面つける16の夏もしも　何か夢があれば全力で走れるのに今いる場所も　その未来の地図もないもしも　何か夢があれば孤独さえ恐くないわ行き先が　見えないから悲しみと愛を買ってください青で歩き出す交差点自分で自分を殺して兄さん姉さん　大量生産群衆の中で　scream叫びたい　喚きたいshout なシュートが決まれば最高!ラッタッタ　walk on　ラッタッタ　walk onNever give up で　イカネバップ(行かねば)おもちゃの兵隊　並べて倒れた兵隊　起こして全開　ゼンマイ　限界?　ドンマイ傍観者たちは　scream叫びたい　喚きたい良い子の自分に　サヨナラ　bye-byeラッタッタ　walk on　ラッタッタ　walk onNever give up で　イカネバップ(行かねば)まるで　マッチ売りの少女街角に立ち尽くしてそこ行く誰か　ねえ　今すぐ声掛けてまるで　マッチ売りの少女私には何もなくて売るものが見つからない頬伝う　涙買ってくださいNever give up で　イカネバップ(行かねば)イカネバップ(行かねば)イカネバップ(行かねば)イカネバップ(行かねば)
涙サプライズ！,AKB48,"
発売日：2009-06-24",授業終わるベルが鳴ったらふいに君を目隠しして有無言わさず　腕を掴んで連れ去る体育館バスケットボール　ゴール辺り不安そうに　君は立たされ「何するの?」って聞かれたけど焦らして答えないクラスメイトが集まって準備したのさ　こっそり　(こっそり)アイマスクを外していいそれが合図だ　みんな一緒に鳴らすクラッカー3! 2! 1! O!Happy! Happy birthdayケーキのキャンドルを一息でさあ　吹き消せよ君のためのパーティー始めようHappy! Happy birthday作戦は大成功誕生日覚えてたのさこんな大勢の友達が歌ってる君の頬に涙サプライズ紙のコップで乾杯しよう今日の主役は君なんだみんなの気持ち　受け取ってよ寄せ書きプレゼントたった一度のセブンティーンさ蝉の声が降り注ぐ夏ピースしながら　みんなで撮った写真は　タイムカプセル広い世界の片隅で同じ時代を生きてる　(生きてる)今がきっと青春かも遠い先で　いつの日か思い出すだろう3! 2! 1! O!Happy! Happy birthday素敵な1年を!ひとつだけ今　大人になってそう　君らしく大切に過ごすんだ!Happy! Happy birthday1人きりじゃないんだよつらいことに巡り合ったってほら　見回せば僕たちがそばにいる笑顔たちの涙サプライズHappy! Happy birthdayケーキのキャンドルを一息でさあ　吹き消せよああ　その先のしあわせに届くように…Happy! Happy birthdayまだ　夢の途中さ目の前の未来の道は輝いてるよまず一歩歩き出そう君の頬に涙サプライズきらり光る涙サプライズHappy! Happy birthdayグッドラックを君に!声を揃えておめでとう!愛情込めて　おめでとう!Happy! Happy birthdayグッドラックを君に!ぎゅっと抱きしめおめでとう!最後にもう一回　おめでとう!
涙のシーソーゲーム,アンダーガールズ(AKB48),"
発売日：2010-08-18",涙のシーソーゲームはそう　きっと　私の負けかもね今　笑ってるつもりでも瞼　じんと熱くなる涙のシーソーゲームはそう　最後の賭けだったのにこの頬に流れたものはただの強がりどんな悲しい時も私のそばでそびえ立つ木のように支えてくれた強い夏の陽射しも激しい雨も枝が両手を広げ守ってくれた違う道進むこと心の準備してたけどあなたに会ったらサヨナラ言えなかった私の愛しさの方がそう　少し重かったみたいねまだ　残ってる戸惑いにまわりの景色が滲む私の愛しさの方がそう　最初は軽かったのにこの胸に刺さってたのは記憶の破片(かけら)やがて　季節は巡り葉っぱも落ちて風に震えていても忘れはしないできるなら私から背中を向けたかったけどあなたを見送りゆっくり歩き出すわ涙のシーソーゲームはそう　きっと　私の負けかもね今　笑ってるつもりでも瞼　じんと熱くなる涙のシーソーゲームはそう　最後の賭けだったのにこの頬に流れたものはただの強がりああ　愛なんてああ　いつだってどちらからかそのバランス悪くするよ私の愛しさの方がそう　少し重かったみたいねまだ　残ってる戸惑いにまわりの景色が滲む私の愛しさの方がそう　最初は軽かったのにこの胸に刺さってたのは記憶の破片
涙の湘南,AKB48,"
発売日：2007-03-07",CHU CHU CHUCHU CHU CHU CHUCHU CHU CHUCHU CHU CHU CHUドミノ倒しの波心に打ち寄せる思い出の砂浜は真夏の時計海の家のテラス去年と同じ空情熱の太陽が孤独を照りつけるよく似た恋人たちはかない恋と知らずに体を寄せるけど愛しき誤算ギラギラギラ焼けた (小麦色の)肌に (水着の跡)あの恋の後遺症忘れられないギラギラギラ今も (ピンキーリング)ずっと (外さないわ)もう一度愛されたい涙の湘南ショートカットの髪大人になったふり繰り返す波の音切ない胸騒ぎあなたとこの浜辺で遊んだウェイクボードが記憶の片隅で砂に埋もれるキラキラキラ光る (遥か彼方)眩しい (水平線)この胸に残された悲しきデジャブキラキラキラ時間(とき)は (振り向く度)ジュエリー (輝くもの)もう二度と逢えないのね涙の湘南スプーンで掬(すく)ったレモンのかき氷はあの夏のくちづけ一瞬で溶けてくギラギラギラ焼けた (小麦色の)肌に (水着の跡)あの恋の後遺症忘れられないギラギラギラ今も (ピンキーリング)ずっと (外さないわ)もう一度愛されたい涙の湘南
ナミダの深呼吸,AKB48,"
発売日：2013-01-01",人は誰でも生まれる時に　大声で泣く長い人生　生きてく上で一番大事なことつらいことや悲しいこと　一人で背負わないようにサーモスタット外して感情を出すんだcry forナミダの深呼吸　心すべて洗い流しなよ人の目　気にせずに 声を上げて空っぽにしてごらんそう　まわりのやさしさがAH　少しずつ染みてくるよそんな器用に生きられなくて　不安になるね百の嘘よりたったひとつの　本当を手放せない難しいことじゃないんだ　カッコ悪く生きてみろよ自分が弱いこと認めれば　平等さcry forナミダの深呼吸　嫌なことを体から出せよ頬を伝う雫　止む頃にはまっさらになれるさずっと見ている夢ならそうさ　絶対にあきらめないでcry forナミダの深呼吸ナミダの深呼吸cry forどんなふしあわせも　明日はきっと乗り越えられるよナミダ流した分　身も心も軽くなってるはずさ我慢なんかしなくていい泣きたいだけ泣けば　生まれ変われる
涙のせいじゃない,AKB48,"
発売日：2013-08-21",何から話せばいい?今日までの道のりは短くなかった楽しいことばかりじゃなくて悲しいことだっていっぱいあっただけど　そっと振り返ったらすべてのことがきらきらしてた瞳に浮かぶ涙のせいじゃなくて過ぎ去った月日が輝いてるから私が歩いた道は　間違ってなかった静かに暮れて行く空　今ならそう言える黙っていたっていい我慢してる寂しさがわかっているからいつでも一番近くであなたの頑張りを　ずっと見て来た最後くらい　強がらずに目の前で　泣いたっていいんだよ心に溜めた涙を流してごらん荷物は置いて行きなよ　未来のために…あなたのその足跡は　今も鮮やかに後に続く者たちの励みになるでしょうもし道に迷ったその時はもし愛を失ったその時は大きな声でみんなの名前を呼べばいいどこにいたって私たちは駆けつけるよ瞳に浮かぶ涙のせいじゃなくて過ぎ去った月日が輝いてるから私が歩いた道は　間違ってなかった静かに暮れて行く空　今ならそう言える瞳に浮かぶ涙のせいじゃなくて思い出になったから滲んでるんだやがて消えてくものは　すべてを許してやっと素直になれるね　ありがとうと言える
涙は後回し,Team 4(AKB48),"
発売日：2015-01-21",涙は後回しだ笑って見送ってやるそう誰よりこの日がつらいのは手を振った君だと知ってる頑張れよ桜の花舞ういつものバス停僕たちはパピコを食べながら「イッテ Q」の話で盛り上がっていたまだ何も変わりたくない君の足下　置いたキャリーバッグそれだけが現実いつのまに自分の道を決めていたのか切なくなるけど涙は後回しだ普通の２人のままですぐそこまで出かけて来るみたいに「じゃあな」って言ってやりたくて悲しい別れじゃない未来のスタートなんだ１人きりで歩き出す君を背中押して応援しよう頑張れよ２人のどちらか喋るのを　やめたら場の空気　微妙になりそうでどうでもいい先生の噂なんかをして近づいたバスを無視したよこれからやっと　友情も恋に育ちそうだったのにまだ遠い自分の夢を掴もうとしている君をリスペクト涙は後回しだ普通の２人のままですぐそこまで出かけて来るみたいに「じゃあな」って言ってやりたくて悲しい別れじゃない未来のスタートなんだ１人きりで歩き出す君を背中押して応援しよう頑張れよ涙は後回しだ決心揺らがぬように少し重いキャリーバッグを引きながらバスに乗る君にピースした最後の別れじゃないいつでも帰っておいででも言葉にしちゃいけないんだつらくなっても歯を食いしばれ！頑張れよ頑張るな
なんか、ちょっと、急に…,Team 4(AKB48),"
発売日：2015-12-09",なんか　君のこと　ちょっと　好きかもって急に　思っちゃったりして変だなだって　昔から　ずっと　知っているのに絶対　僕らしくないよたぶん　昨日観た　シャレた恋愛映画軽く　影響　受けちゃったのかもね君を異性として意識したことなんかないただの友達だもんねuh〜！もちろん僕は告白しないよ恥ずかしいし　ただの錯覚今の気持ちなんか　正直に言っても君に大笑いされるだけさ気づかれないようにしよういつもの僕たちのままわざと君をけなしたりして…気づかれないようにしようそうこれは恋じゃないんだ迷いごとはすっきり胸の中まさか　この僕が　こんな　ことになるって全然　想像できなかったよ　不思議まるで　小学生　いつも　ちょっかい出していろいろ　君の気を惹いた僕も知らぬ間に　こんな好きだなんてそうさ　誰もが想定外の展開もしも　この想いを君が知ってしまったらどんな顔されちゃうだろう？uh〜！ホントは僕もわかっているんだ戸惑っているふりしているけど気持ち　押し殺して　すぐそばにいたこと突然　芽生えたわけじゃないことシリアスになっちゃいけない私情を持ち込まないで昨日までの関係がいいシリアスになっちゃいけないほら僕の勘違いだよ一番近い異性が君なだけ「どうしたの？」なんて顔を覗かれて焦ってしまったよもちろん僕は告白しないよ恥ずかしいし　ただの錯覚今の気持ちなんか　正直に言っても君に大笑いされるだけさ好きってどういうことだろう？あんまり経験ないんだもっと君を知りたくなった好きってどういうことだろう？僕にはあまりわからない明日からも一緒にいたいだけ気づかれないようにしよういつもの僕たちのまま気づかれないようにしようそうこれは恋じゃないんだ
なんて素敵な世界に生まれたのだろう,AKB48,"
発売日：2013-01-01",青いインクを零(こぼ)したみたいに街の縁(ふち)に夜明けがやって来る人は儚(はかな)い夢から目覚めてリアルな今日を生きる準備するどんなしあわせもどんなふしあわせも24時間でリセットされるよなんて素敵な世界に生まれたのだろう僕のそばにはいつでも君がいてくれるなんて素敵な世界に生まれたのだろうまるですべてが光に満ち溢れている誰かと出会い愛して愛されるだけで…この一瞬に新しい命が空の下で産声を上げる小さな花は風に吹かれてもその大地で微笑んでいるよ確かな希望も不意の絶望も人生の中のわずか1ページ愛に素敵な世界を教えられたみんなそのこと最初は気づかないけれど…愛に素敵な世界を教えられた君がいたからようやく僕にもわかったもっと　誰かを愛して愛されてごらんなんて素敵な世界に生まれたのだろう何もなくても心はきっと　充たされる誰かと出会い愛して愛されるだけで…
なんてボヘミアン,アンダーガールズ(AKB48),"
発売日：2012-08-29",アイアイアイヤーアイアイアイヤーアイアイアイヤーOh ! Oh !アイアイアイヤーアイアイアイヤーアイアイアイヤー人混みの中で考えてしまう自分の価値とは何だろう?この世に生まれた本当の意味とか僕の使命を知りたくてなんてボヘミアンどこへ向かおうか?愛のボヘミアン今 彷徨(さまよ)ってるよアイアイアイヤーアイアイアイヤーアイアイアイヤーOh ! Oh !あなたと出会って何かが変わったここに住みたいと思ったよ探してたものは答えではなくて次の問いかけとわかったよなんてボヘミアン通り過ぎるだけ風はボヘミアン自由　求めているよアイアイアイヤーアイアイアイヤーアイアイアイヤーOh ! Oh !アイアイアイヤーアイアイアイヤーアイアイアイヤーアイアイアイヤービート刻む僕のハート熱き夢を見て…アイアイヤアイアイヤアイアイアイヤー生きろ　思うまま瞳を閉じて感じるまま踊れ　誰かのため僕が僕でいるステップなんてボヘミアンどこへ向かおうか?愛のボヘミアン今 彷徨(さまよ)ってるよアイアイアイヤーアイアイアイヤーアイアイアイヤーOh ! Oh !アイアイアイヤーアイアイアイヤーアイアイアイヤーOh ! Oh !アイアイアイヤーアイアイアイヤーアイアイアイヤーOh ! Oh !アイアイアイヤーアイアイアイヤーアイアイアイヤーアイアイアイヤー
2016年のInvitation,アップカミングガールズ(AKB48),"
発売日：2016-08-31",呼んでもらえるか　ドキドキしてた私よみんなと (みんなと) 出かける (出かける) 夏のキャンプ定員があるって　聞いてたから心配で誘って (誘って) くれなきゃ (くれなきゃ) 落ち込んだわ森へと向かう大型のバスに乗っていつもの仲間と一緒になんだかウキウキして来る歌おう誰かが (誰かが) いつだって見つけてくれる目立っていなくても忘れてない私は (私は) 私のペースでいいんだ明日(あす)は予想よりもちょっぴりいいことがある去年は呼ばれず　寂しい思いしたから来てない (来てない) 彼女が (彼女が) 気になるけど新しい自分を見つめ直すチャンスだとあの時 (あの時) 私も (私も) 思ったっけ木立を抜ける爽やかな風の中で同(おんな)じ空気を吸うこと仲間の意味を考えた絆誰もが (誰もが) その場所で待っててくれるそう　夢を信じてれば迎えに来る来年 (来年) 彼女と必ず来たいな人は思うよりもやさしく見守ってるよもう少しだけ大きめのバスだったら全員一緒に乗れても成長できない気がするライバル誰かが (誰かが) いつだって見つけてくれる目立っていなくても忘れてない私は (私は) 私のペースでいいんだ明日(あす)は予想よりもちょっぴりいいことがあるInvitation
NEW SHIP,スペシャルガールズA(AKB48),"
発売日：2012-02-15",僕たちは恐れない夜明けの前の暗闇を足下が見えなくても邪魔するもの越えられると信じればいい僕たちは怯まない道の途中で転ぶこと膝小僧　擦りむいてももう一度　土を払って立ち上がるんだ今まで何人の先輩がこの胸の高鳴りを覚えたのだろう新しい船を出せ!夢の帆をあげろ!次の時代の海原を真っ直ぐ　突き進め!新人水夫たちよ仲間を信じろ!海図・コンパス　当てにするな!風に舵を取れ!僕たちは逃げ出さないたとえ何かに傷ついて赤い血が流れたって放っておいたらいつの日か瘡蓋(かさぶた)になるこれまで何隻の帆船が目の前の海峡を渡ったのだろう新しい船を出せ!荒れた波を越えろ!ずっと　探してる大陸は悲しみの先にある未来を担う者よ力を合わせろ!みんな　運命共同体だ目指せ　地平線!新しい船を出せ!夢の帆をあげろ!古い水夫のやり方は真似なんかしなくていい同じ甲板(かんぱん)に立て!ひとつになるんだ生きる喜び　感じながら!風に舵を取れ!
人魚のバカンス,高城亜樹・仁藤萌乃・横山由依・河西智美・北原里英・佐藤亜美菜・増田有華(AKB48),"
発売日：2011-06-08",椰子の木陰のハンモックに揺られて (揺られて)波のギターが心地よく聴こえる青いライムを絞った楕円のプール水面が反射してる人魚のバカンスみたいに陸まで上がって日光浴してストロベリー　一つ摘んでペーパーバックス読みながら　あくび人魚のバカンスみたいに時々　泳いで暇を潰し誰からも忘れられたひとときを過ごしたい(Cool down!)島の上空　ヘリコプターが飛んでる (飛んでる)スコールの後　ほら　虹がかかったいつもどこかで狙うパパラッチたちもここまで来ないでしょう必ず　帰るよ約束夕陽が沈めば海の底まで嫌なことがいくつあってもこの場所に置いて行こう　すべて必ず　帰るよ約束時間をゆっくり過ごせたなら傷んでた身も心も少しずつ治るはず(Good time!)頭の中がいっぱいになると　ここへ逃げ出してく来る　パラダイス人魚のバカンスみたいに陸まで上がって日光浴してストロベリー　一つ摘んでペーパーバックス読みながら　あくび人魚のバカンスみたいに時々　泳いで暇を潰し誰からも忘れられたひとときを過ごしたい(Cool down!)
盗まれた唇,アンダーガールズ(AKB48),"
発売日：2010-05-26",真夏の夜空に刺繍したスパンコール星座の名前を指差して聞いた２人が寝転ぶ砂浜で見上げた世界は美しくて…あなたの隣りにいられること世界一　しあわせだって思った盗まれた唇あっと言う間だった風が通り過ぎたように目の前にあなたが一瞬　重なってたハートがドキドキ震えているよ言葉はいつでも手探りをしてるよホントの気持ちは捕まえにくくて…岬の灯台光る度あなたの素顔が浮かび上がる照れてる瞳が愛おしくて宇宙一　大好きだって思ったもう一度キスしてちゃんと準備させて愛が感じられるように目を閉じる時まであなたを見つめてたい成り行きみたいなキスならやめて…盗まれた唇あっと言う間だった風が通り過ぎたように目の前にあなたが一瞬　重なってたハートがドキドキ震えているよもう一度キスしてちゃんと準備させて愛が感じられるように目を閉じる時まであなたを見つめてたい成り行きみたいなキスならやめて…盗まれた唇
ノーカン,Team B(AKB48),"
発売日：2012-08-15",夢にまで見た王子様よさあさ　しっかりこっち向いて今まで出会った男の子恋して破れてOh!ノーカン友達の紹介なんて(無理!無理!)イケメンいません外れくじ(残念!)だから2度と期待なんかは1ミリもしないのよ(わかる!)突然　現れた男(ひと)は(ドッキリ)まさしく私のタイプだし(胸キュン)どこにもいる中(ちゅう)くらいの人ダサさまで好みだわ(キタァー)「初めまして」と言って(猫　被って)キラキラした目で見て(純情そうに)そしたら　そばの友達が言う　Wow Wow Wow Wow「私の彼氏よ」夢にまで見た王子様よ出端(ではな)しくじった勇み足で恋はいつも椅子取りゲーム出会って気にしてOh!ノーカン恋人ができないなんて(四六時中)あの娘(コ)はずっとこぼしてた(フェイント?)あれはわざと油断させたの?生き残る知恵として(しまった!)誰かが誰かのものなんて(ないない)愛ってもっと浮気者(異議あり)奪い取って誰かが泣けば優越感　ハンパないね(勝利!)逃した獲物たち(余計　欲しい)トラウマもいいものよ(強くなれる)ホントは何も覚えていない　Wow Wow Wow Wow「釣ってないってば…」夢にまで見た王子様よ過去の恋愛はどうでもいい未来のことはこの今からすべてを忘れてOh!ノーカン夢にまで見た王子様よさあさ　しっかりこっち向いて今まで出会った男の子恋して破れてOh! Oh!夢にまで見た王子様よどうにかこうにか見つけたのにちょっと先に出会っただけで恋人認めんOh!ノーカン
脳内パラダイス,AKB48,"
発売日：2007-03-07",1・2・3・4・A・B・C・D瞳を閉じてごらんSunday・Monday・Tuesday・Wednesday願いが叶うよThursday・Friday・Saturday・Everydayヤナこと忘れてずっと見てた夢　思い通りだよ脳内パラダイス今日は　あの娘にしよう駅でよく会う娘遊園地でデートしてソフトクリーム食べようかな家まで送ってあげてキスをせがまれたって「そのうちにね」僕のこと　困らせないで片思いはいいよね振られることは　ないからね本当の自分が　喋ってふざけて笑って見つめてし放題1・2・3・4・A・B・C・D何だって　もう possibleSunday・Monday・Tuesday・Wednesdayどこでも想像Thursday・Friday・Saturday・Everyday勝手に妄想イ・ロ・ハ・ニ・ホ・へ・トで春・夏・秋・冬脳内パラダイスパラッパッパ パラッパパ・パ・パ・パ・パラダイスパラッパッパ　パラッパWOO WOO WOO WOO…僕は臆病なんだ殼を破れない現実の恋愛よりもっと長続きさせたい「そういうあなたのことをずっと待ってた」なんて告白されるそんな日がやって来るかな遠くで見てるだけでも僕のハートは　満足さロマンティックすぎて　本当に起きたらたちまちパニック夢でいい1・2・3・4・A・B・C・D瞳を閉じてごらんSunday・Monday・Tuesday・Wednesday願いが叶うよThursday・Friday・Saturday・Everydayヤナこと忘れてずっと見てた夢　思い通りだよ脳内パラダイスパラッパッパ…1・2・3・4・A・B・C・D何だってもうpossibleSunday・Monday・Tuesday・Wednesdayどこでも想像Thursday・Friday・Saturday・Everyday勝手に妄想イ・ロ・ハ・ニ・ホ・へ・トで春・夏・秋・冬脳内パラダイス…脳内パラダイス…脳内パラダイス…
ノエルの夜,AKB48,"
発売日：2011-12-07",降り始めた雪が風に運ばれてジグソーパズルみたいにガラス窓を埋めるRADIOからジングルベルが何度　流れただろう君と僕はその度に何度　キスしただろうノエルの夜は言葉はいらない見つめ合うだけでいい心を繋ぎ一緒にいれば誰よりも愛しい買って来たケーキを半分　切り分けて君が僕にくれたひいらぎの飾り世界中の恋人たちが同時にキスしながら交換したプレゼントは愛の答え合わせノエルの夜は素直になれるね今日だけは特別さキャンドルの火に照らされながら抱き合って眠ろう遠い空の下に聴こえるかすかな教会の鐘の音(ね)ずっと鳴り響けと願った僕らは(僕らは)永遠になるノエルの夜は言葉はいらない見つめ合うだけでいい心を繋ぎ一緒にいれば誰よりも愛しい
ハート・エレキ,AKB48,"
発売日：2013-10-30","Loving you…愛(いと)し過ぎて胸が息苦しい人差し指 (人差し指)君に向けて (君に向けて)Lのサイン人差し指 (人差し指)感じてくれ (感じてくれ)僕のエレキ!世界のどんな言葉探してもニュアンス違うだろうもどかしい今の気持ちこの指でしか伝えられない群衆の中で見つけた君を愛のビームで狙い撃ちしよう!その瞳 (その瞳) その唇 (その唇)そのすべて Oh 愛しくて今すぐに (今すぐに) 落としたい (落としたい)抱きしめよう Oh Baby, My angelもう二度と離さない人差し指 (人差し指)感じてくれ (感じてくれ)僕のエレキ!身体(からだ)に流れている情熱の血潮　脈打つ時狂おしい僕の感情一本の指に集めようか愛される気配気づいたのなら聞かせておくれ　真実を!その瞳 (その瞳) その唇 (その唇)そのすべて Oh 愛しくて今すぐに (今すぐに) 落としたい (落としたい)抱きしめよう Oh Baby, My angelもう二度と離さない群衆の中で見つけた君を愛のビームで狙い撃ちしよう!その瞳 (その瞳) その唇 (その唇)そのすべて Oh 愛しくて今すぐに (今すぐに) 落としたい (落としたい)抱きしめよう Oh Baby, My angelもう二度と離さない人差し指 (人差し指)感じてくれ (感じてくれ)僕のエレキ!"
ハートが風邪をひいた夜,AKB48,"
発売日：2013-01-01",ヘッドライト撃たれながら歩く街角待ちぼうけの帰り道は遠く思えた大きな傘をあなたに差して欲しかったいつしか(いつしか)霙は(霙は)雪に変わってたどこにいるの?(どこにいるの?)はみ出す不安誰といるの?(誰といるの?)AH!Jealousy!そんな涙が溢れて風邪をひく濡れた(濡れた)頬が(頬が)木枯らしに晒されて涙が溢れて止まらない恋の(恋の)熱が(熱が)上がり過ぎて咳き込むハート携帯にはメッセージを残したけれどリアクションは何もなくて背中が寒い追いかけて来る気がして振り返る舗道私の(私の)足跡(足跡)雪が消していた何してるの?(何してるの?)凍える未来なぜ 来ないの?(なぜ 来ないの?)AH! Lonely!だから気持ちの薄着は風邪をひく抱いて(抱いて)くれる(くれる)その腕も今はない気持ちの薄着は独り言くしゃみ(くしゃみ)ひとつ(ひとつ)恋のウイルスつされたみたいどんな薬も効かないでしょうあなたが微笑んでくれるまでそんな涙が溢れて風邪をひく濡れた(濡れた)頬が(頬が)木枯らしに晒されて涙が溢れて止まらない恋の(恋の)熱が(熱が)上がり過ぎて咳き込むハート
ハート型ウイルス,AKB48,"
発売日：2013-01-01",初めはピンと来なかったちょっと面倒な気がしてた聞かれることだけ黙って頷いたいい人だとはわかったけどまるで　タイプじゃなかったからよ仲良くならないつもりだったのに…どこで　どうしちゃったんだろう?私　知らぬ間に恋におちてたの何がきっかけだったのか入り口を思い出せないのよハート型ウイルスにやられてしまったみたいどんな注射も効かないわあなたのことばかり考えてしまうの何も手につかないくらい全然　カッコよくないの周りの友達はみんな「どこがいいの?」ってあきれているけど今までいなかったような純粋な目をした人私の中に　免疫なかったのね何が　どうしちゃったんだろう?私　気づいたらメール　待ってたり…LOVE SONGを聴きながら　泣いていたり…女の子の『うわの空』病ハート型ウイルスは性格変えちゃうみたいあなたに熱上げて行く息苦しくなるの頭　ぼーっとしてしまって愛の意味も気づかなかったハート型ウイルスにやられてしまったみたいどんな注射も効かないわあなたのことばかり考えてしまうの何も手につかないくらい
ハートの脱出ゲーム,Team 4(AKB48),"
発売日：2014-05-21",謎だったんだ不思議な気持ち今まで感じたことがない謎だったんだDOKI DOKI してるハートの脱出ゲームYeah Yeah Yeah何をしていても切なくなるよいつのまにか君のこと考えてしまうこれじゃいけないと頭振り払って勉強しても君が浮かんでくる愛という苦悩ラビリンスから抜け出せないヒントが欲しい解決したい自分が自分じゃないようで…ヒントが欲しい感情のピース探せば答えがわかるかな君と出逢った日から道に迷ってぐるぐる回っているハートはミステリーがいっぱいYeah Yeah Yeah誰かに聞いても役に立たない未来への地図なんか売っていないし…足を棒にして歩き回っていつのまにかさっきの場所にいる恋はいつだって初めて読む推理小説謎だったんだ不思議な気持ち今まで感じたことがない謎だったんだDOKI DOKI してるハートの脱出ゲームYeah Yeah Yeahまさかこういう展開だったとは…隠れた出口想像できなかった僕の方から見えてなかったもの君と僕が両想いだなんて…ヒントが欲しい解決したい自分が自分じゃないようで…ヒントが欲しい感情のピース探せば答えがわかるかな君と出逢った日から道に迷ってぐるぐる回っているハートはミステリーがいっぱいYeah Yeah Yeah
High school days,team 研究生(AKB48),"
発売日：2011-06-08",強い陽を受けて校舎の窓がキラキラしてる僕は手を翳して心の中で君を探していたプールの底掃除して夏を待ちながら今年こそは思い出をひとつ作ろうと思うHigh school daysカレンダーをめくれば近づく季節はいつも早足で…High school days　君にどんな言葉で伝えればいい?僕の微笑みHigh school days　もう一度だけ小さな出来事にときめきたいよHigh school days　今は冷たい水に飛び込むように未来へ泳ぎ出そう君の制服が気温を上げて夏服になった白いハンカチで拭った汗は　恋のモノローグさホースの先細めたら意思があるような水しぶきに青空の向こう　虹ができるんだHigh school days楽しい日々よ　眩しい時間は静かに落ちる夢の砂High school days　僕はほんの一瞬　瞼を閉じて切なくなるHigh school days　君のことを絶対　好きなんて言えないんだHigh school days　ずっと気づかないくらい遠い場所から小さな虹を架けようHigh school daysカレンダーをめくれば焦るよ君への愛がもどかしいHigh school days　時は気づかぬうちにすぐに逃げてく風の足跡High school days　振り向かないで去年の太陽を悔やむよりも…High school days　きっと空の彼方に　恋の季節がやって来るよHigh school days　秘めた想い言い出せなかったあの夏の日High school days　ずっとときめきの中に　過去と未来の2人の虹を架けようHigh school daysHigh school days
ハイテンション,AKB48,"
発売日：2016-11-16",OH！YEAH！OH！YEAH！カッコつけないで　声を出せ！リズムに乗らなきゃ　始まらないこの際　体裁　かなぐり捨てて騒いで　盛り上がって　祭りが終わるまでWOW…たった一度の人生踊れ！テンション　ション　ション　ション　ション　テンション　マックス！ヒートアップ　アップ　アップ　アップ　アップヒートアップして行こう！間違い英語　関係ねえ不安・緊張もアゲアゲでテンション　ション　ション　ション　ション　テンション　マックス！グッドジョブ　ジョブ　ジョブ　ジョブ　ジョブ　グッドジョブで大丈夫身体(からだ)が揺れて来るだろうミサイルが飛んで　世界が終わっても最後の一瞬もハッピーエンドOH！YEAH！OH！YEAH！ワーカホリックは流行らないスイッチ切らなきゃ　壊れちゃうよ真面目にやっても　ストレス溜まるだけ遊んで　ただはしゃいで　明日はズル休みWOW…もっと楽しみましょう踊れ！テンション　ション　ション　ション　ション　テンション　振り切れ！弾け　け　け　け　弾けろ自分自身老若男女　一つになりゃ争いごとなんか起きないテンション　ション　ション　ション　ション　テンション　振り切れ！プリーズ　ズ　ズ　ズ　ズ　プリーズ　逃げるが勝ち気持ちが軽くなるだろうずっと座ってる　どこかの偉い人あんたも一緒に付き合えよ先がわからない時代だってしかめっ面して語ってるけど未来が見えたら預言者願いでもの言う偽善者Don't cry！夜なんて嫌い理屈　ただ苦痛悩み暗闇だから　何か燃やそうパッと夢でも愛でも炎にしてさ何にもいらない全部断捨離踊れ！踊れ！踊れ！踊れ！テンション　ション　ション　ション　ション　テンション　マックス！ヒートアップ　アップ　アップ　アップ　アップヒートアップして行こう！間違い英語　関係ねえ不安・緊張もアゲアゲでテンション　ション　ション　ション　ション　テンション　マックス！グッドジョブ　ジョブ　ジョブ　ジョブ　ジョブ　グッドジョブで大丈夫身体(からだ)が揺れて来るだろうミサイルが飛んで　世界が終わっても最後の一瞬もハッピーエンド
