Title,Role,Score,Year,Free
逗比侠,主演:马瑜遥,6.9,2016,付费
超能赌神2,主演:张珈珈苏比,7.2,2016,付费
别碰我闺蜜,主演:金铁峰,7.0,2016,付费
色控女郎乌莉金,主演:孟晓艺李文骁,7.9,2016,付费
桃色公主,主演:刘谋峰,6.4,2016,付费
九五2班,演员为空,7.1,2016,付费
大明奇冤,主演:陆昱霖,6.9,2016,付费
古墓女友,主演:武艺,7.1,2016,付费
大哥不要,主演:曹颖,7.8,2016,付费
黎明契约之血族阴谋,主演:王子睿,6.6,2016,付费
炮哥进城,主演:郭金杰,7.8,2016,付费
驱魔法典,演员为空,6.6,2016,付费
直播,主演:施丹江李俊杰,6.8,2016,付费
生死十分钟,主演:薛建邦朱祥林,7.3,2016,付费
陷身,主演:张婷婷葛杨曦,6.7,2016,付费
新笔仙,主演:崔馨鑫,6.8,2016,付费
绝色女赌王,主演:刘小乔何佳伟,7.0,2016,付费
召唤奇兵,主演:李佳怡吴骁栩,6.6,2016,付费
诡订餐,主演:徐少强彭敬慈,7.0,2016,付费
二郎神探之江湖总裁,主演:李佳颖,6.3,2016,付费
北京往事,主演:廖美露,7.4,2016,付费
囧人阿玖之疯狂24H,主演:杜肖雄周浩东,7.4,2016,付费
古惑镇激斗少年2,主演:孙昊刘奕,7.6,2016,付费
绝世神偷,主演:宣言李萌萌,7.6,2016,付费
蒲出去3（国语）,主演:陈柏宇李雅丽刘京永,6.7,2016,付费
鲜花与牛奋,主演:邹晶晶张瑞贵,6.6,2016,付费
分手别把锅带走,主演:董晴方文强,7.1,2016,付费
下流江湖,主演:周子超严宇馨,6.9,2016,付费
锤鬼记,主演:李骏诚徐东璐,6.3,2016,付费
再见心机婊,主演:何索纪海星,7.8,2016,付费
再见心机婊,主演:何索纪海星,7.8,2016,付费
魔力学院之我是麻瓜,主演:高成龙郜玄铭,7.1,2016,付费
平行世界之逗比帮,主演:雷宇航郭星冶,6.1,2016,付费
整蛊三贱客之拆散一对是一对,主演:吴春燕阙子恒,7.8,2016,付费
僵尸拍档,主演:林芝胡方舟,5.6,2016,付费
欠逗比一个三年,主演:李成龙,7.9,2016,付费
蒲出去3,主演:陈柏宇李雅丽刘京永,6.9,2016,付费
诡念之心慌慌,主演:朱文鹏张建峰,6.6,2016,付费
血迹,主演:彪子张晏宁,7.0,2016,付费
混世小魔女,主演:秦汉擂,7.0,2016,付费
月老神龟,主演:孙雅,7.2,2016,付费
我的WiFi女友,演员为空,7.4,2016,付费
傻兄笨弟蠢侦探,主演:牛戈金玉,7.0,2016,付费
王牌巅峰对决,主演:赵嘉伟代晋,6.0,2016,付费
瞄准轻熟女,演员为空,6.9,2016,付费
欲界,演员为空,7.6,2016,付费
风流草,演员为空,7.4,2016,付费
惊魂直播夜,演员为空,6.7,2016,付费
老九门番外之虎骨梅花,主演:杨紫茳张铭恩,7.2,2016,付费
冒牌间谍,主演:张优,7.0,2016,付费
神秘来客,主演:李响,7.3,2016,付费
音乐江湖,主演:薛之谦黄龄,7.5,2016,付费
极速江湖之激战,主演:刘锦赵文琪,6.8,2016,付费
申猴·我的特工大叔,主演:褚强李方涵,7.2,2016,付费
智能迷失,主演:费鸿嘉,7.0,2016,付费
特殊生物调查科2,主演:林雪彭敬慈,7.6,2016,付费
我的发小儿,演员为空,7.7,2016,付费
炮灰2,主演:王梓楠,7.6,2016,付费
迷途少女,演员为空,6.8,2016,付费
四平青年之浩哥大战古惑仔,主演:张浩杜煜峰,7.8,2016,付费
夜店变形记,主演:赵雅淇,7.5,2016,付费
超能男友,演员为空,6.2,2016,付费
颤抖吧大咖,主演:崔志佳小黄飞,6.9,2016,付费
行李箱里的少女,主演:汪小敏,6.8,2016,付费
妹儿,主演:徐大宝刘雪涛,7.2,2016,付费
奇异联盟,主演:杨森,7.2,2016,付费
僵尸降头,演员为空,7.2,2016,付费
津门侠盗团2,演员为空,6.6,2016,付费
玄灵界,主演:杨世瀚,6.1,2016,付费
校园疯骚史2极速风流,主演:文卓张纬驰,7.2,2016,付费
鬼目迷情,主演:王尉李炳宜,6.8,2016,付费
隔墙有耳,主演:王子伊胡艺杰贾佳伦,7.5,2016,付费
夜战,主演:张维陆畅,7.0,2016,付费
一路夜蒲,主演:谢茗宇黄思思,6.8,2016,付费
快递超人,主演:张远张珊萌,7.5,2016,付费
完美假期之从雪山到大海,主演:陈宝国石玉凤,6.2,2016,付费
人鬼同居,主演:陈霜田思思,6.5,2016,付费
摄制组惊魂,主演:周婷乔波波,6.6,2016,付费
我的玩具女友,主演:王紫杨舒涵,7.4,2016,付费
同居指南（上）,主演:聂诗齐浚羽,7.2,2016,付费
三傻捧明星,主演:齐追航蓝杰,7.3,2016,付费
寄生大脑,主演:陈惠敏韦海珊,7.1,2016,付费
惊天无敌团,主演:肖龙刘乐乐,6.4,2016,付费
封神战记1.摄魂阵,主演:李佩泽王骞,5.9,2016,付费
喂！熊孩子,主演:黄志玮程诗诗,7.2,2016,付费
超级贱谍,主演:于磊李彧,6.0,2016,付费
牙痛入心,主演:王永健项宇,6.0,2016,付费
东北喜剧人,主演:小沈龙孙小北,7.1,2016,付费
魂在囧途,主演:林稀邱超凡吴文辉,7.1,2016,付费
网红直播间,主演:曲桐雨逯子豪,7.2,2016,付费
绑架男神,主演:刘汉兆隆莎,6.9,2016,付费
姐姐我爱你,主演:龙思雨张朔刘文杰,7.5,2016,付费
监狱疯云,主演:巨兴茂何云伟,7.6,2016,付费
人造暖男,主演:孙佳琪,7.7,2016,付费
星际阴谋,主演:何万飞谢江南韦中宇,5.8,2016,付费
少女龙婆,主演:邵音音郭奕芯,6.4,2016,付费
整容院奇人事之爱妻也疯狂,主演:许玲凌勇,6.4,2016,付费
中戏北电那些事,主演:张亚希韩天宇,6.5,2016,付费
三界奇侠传,主演:彭禺厶朱佳希,6.9,2016,付费
青春很牛,主演:姜析源,6.3,2016,付费
八棺索财,主演:喻恩泰曹鹤阳,7.0,2016,付费
诡魂杀逗B剧组,主演:王宝器关思慧,7.5,2016,付费
校花蜜事,主演:张晋升李小虎,7.1,2016,付费
逃出解剖楼,主演:杜玉明张弛,6.7,2016,付费
深更半夜,主演:傅丹妮,6.6,2016,付费
赶尸人之九阴蛊女,主演:苗贺程黄易子,6.8,2016,付费
断魂山,主演:全欣刘傲,6.1,2016,付费
大宝剑传奇,主演:鑫翔王瑞儿,6.9,2016,付费
大话红楼,主演:于苏桐刘沫彤,6.4,2016,付费
大命理师之三日三夜,主演:绍雍,7.3,2016,付费
异能侦探,主演:全原徹,7.2,2016,付费
盗盗盗·非常道,主演:岳辛洪冰瑶,7.3,2016,付费
十品芝麻官,主演:卢昌哈,7.2,2016,付费
离奇失踪,主演:庄红虎陈姣,6.3,2016,付费
夜店三国,主演:饶天亮张姝妺,7.4,2016,付费
失联之E路狂奔,主演:王苗王紫垣,6.0,2016,付费
聂小倩之兰若客栈,主演:张天天,6.1,2016,付费
我的热血男友,主演:郑旭东洪倩,6.5,2016,付费
真爱风暴,主演:刁彪孙心娅汤斯婷,7.2,2016,付费
权力游戏之死亡空间,主演:杨子美刘朕利,7.1,2016,付费
挑战少林功夫,主演:侯晓明周鹏奥列格,6.9,2016,付费
代驾血谜,主演:石毅李晓薇程子铭,7.1,2016,付费
女祭司,主演:陈亦如高韵,6.6,2016,付费
毛骨悚然之古曼惊魂,主演:陈泳圻陈依雯,7.1,2016,付费
深夜办公室,主演:付柔美琦朱昱衡,7.0,2016,付费
深圳鸟人,主演:杨旻咏陈菲菲,6.9,2016,付费
逗僵尸,主演:陈观泰李永林,6.2,2016,付费
湘恋日记,主演:王俊彭胡恬溦,6.0,2016,付费
洋炮进村,主演:苏柏白星,7.0,2016,付费
特殊生物调查科,主演:林雪彭敬慈孙佺于果,7.4,2016,付费
撞锁,主演:王雨峰马蚁,6.9,2016,付费
笑八仙之吕洞宾下山,主演:郭鑫,6.6,2016,付费
电竞之王,主演:张玉轩李子雄,7.2,2016,付费
血战铜锣湾2,主演:许君聪利哥,6.8,2016,付费
阴阳先生之阴阳中间站,主演:彭禺厶高成龙,7.4,2016,付费
永清小子之穿越古战道,主演:梁小龙石瀚文林婉盈,6.1,2016,付费
身体借位,主演:苏晓莫,6.7,2016,付费
欲屠,演员为空,6.0,2016,付费
迷失的音符,主演:陈晓雪陈孝峰,6.9,2016,付费
仙布传奇,主演:李春晓,7.2,2016,付费
舌战,演员为空,6.8,2016,付费
绝色女神,主演:罗永强来永丹,5.9,2016,付费
老票,主演:句号,6.1,2016,付费
情迷地中海之古堡魔咒,主演:王欣如姜易王鸿佳,6.0,2016,付费
我不是黑社会,演员为空,6.6,2016,付费
马三的礼物,主演:李国庆朱晓彤,7.0,2016,付费
活宝二人组之为爱痴狂,主演:马磊赵亮郭木兰,6.7,2016,付费
美人鱼之回头是岸,演员为空,6.8,2016,付费
真相禁界,主演:许玮妍,6.5,2016,付费
如影随形2016,主演:罗蓝山金梦琪,6.5,2016,付费
云的童话,主演:汤镇业刘明明,6.2,2016,付费
老九门番外之二月花开,主演:张艺兴,7.7,2016,付费
黑暗中的双眼,主演:祝愿李楠代春晓,6.5,2016,付费
年关（2016）,主演:马诚李志安马杰,6.6,2016,付费
隐匿情人,主演:赵茉舒张明伟,7.0,2016,付费
嗜血审判,主演:刘夏李俐杰,7.5,2016,付费
离婚真难,主演:吴英東曹洁侍萍萍,6.1,2016,付费
僵尸先生和校花！,主演:张亚希,7.1,2016,付费
铁柱进城,主演:包美美苏格于浩,7.3,2016,付费
欲望美人,主演:许婷丁雨,6.8,2016,付费
黑白道血泪篇,主演:李媛程妮,6.9,2016,付费
黑道三宝,主演:王文涛张元洲,7.1,2016,付费
盲宅异梦,主演:万昕刘禹,7.6,2016,付费
消失的女人,主演:孙瑜,7.5,2016,付费
惊天奇案1真凶现容,主演:吴坚业余爱民,6.4,2016,付费
地球上最后一只僵尸,主演:林杉刘子瑜,6.7,2016,付费
最后一个阴阳先生,主演:钱儒骏周甜甜蔡辉达,6.6,2016,付费
官人别闹,主演:张涵,7.5,2016,付费
姬教授下,主演:肖宗灵,6.2,2016,付费
一夜百万,主演:杨晋张蓝艺,6.8,2016,付费
异类之行走的古堡,主演:高瀚宇赵婉婷,7.6,2016,付费
青春试爱,主演:李玉龙可风,7.3,2016,付费
特殊嫌疑犯,主演:孙雪岩余庆,6.6,2016,付费
黎明契约之狼族后裔,主演:王子睿,7.3,2016,付费
梦游水浒之炊饼侠武大郎,主演:赖晓生欧阳雨霏,7.5,2016,付费
冒牌货,主演:王帅博缪海梅,6.7,2016,付费
毒语者之毒奏,主演:史元庭王妍,7.3,2016,付费
大赌豪2之龙兄虎弟,主演:张铎王旭东,7.0,2016,付费
诡案组之魔影杀手,主演:那威龙媚,7.0,2016,付费
所爱非人,主演:李雅男任欣羽,7.1,2016,付费
Angela拉拉,主演:徐飞孔庆冰,6.5,2016,付费
充气女友进化论,主演:曹然然古筝,7.3,2016,付费
狗脸记,主演:修睿张钧涵,7.5,2016,付费
活死人追踪,主演:陶醉王可如,6.3,2016,付费
悬棺迷尸,主演:方勇练铭卓,7.1,2016,付费
我的同桌是极品,主演:赫子铭王海涛,7.6,2016,付费
时光插班生,主演:李冠明杨杏许媛媛,7.4,2016,付费
贱神三少爷,主演:杨博张美娥,7.1,2016,付费
大明锦衣卫,主演:应昊茗李璐兵,7.2,2016,付费
魔兽兄弟,主演:洪天明桑平王厦,7.8,2016,付费
永生之书之白房间,主演:孙梦纯,7.4,2016,付费
软硬天师,主演:肖旭冯粒,6.8,2016,付费
荒野大逃杀,主演:荆民强,6.8,2016,付费
荼蘼杀机,主演:高胤邵芸,7.7,2016,付费
别动我女神,主演:王李丹妮张天骐,6.3,2016,付费
幻世界,主演:蒋欣奇,6.7,2016,付费
中二病少女要拯救世界,主演:张美琪王劲松,6.9,2016,付费
窃肤之爱,主演:张小龙李姗,6.6,2016,付费
少女凶猛,主演:王睿,7.4,2016,付费
主播36式,主演:温兆伦翁艺鸣,6.9,2016,付费
鬼拳,主演:洪天照韦海珊,7.3,2016,付费
极道校园,主演:陈尚泽李萌萌,7.5,2016,付费
人工智能：伏羲觉醒,主演:雷鹏宇姜佩瑶,7.1,2016,付费
无限斗界之暗夜双龙,主演:冯建宇王青,7.8,2016,付费
仙班校园2,主演:吴樾锦荣于谦王祖蓝,7.2,2016,付费
豪门少女寂寞心,主演:冯芷墨孙玮伦,6.6,2016,付费
亡命时空,主演:刘谋峰,6.4,2016,付费
全金属裂痕,主演:李熠霖徐荷媛,6.5,2016,付费
赌途,主演:张梦恬,6.7,2016,付费
雪夜魂飞,演员为空,7.0,2016,付费
暴君画家的情人,主演:刘前程王维琳,7.1,2016,付费
英雄江格尔,演员为空,7.3,2016,付费
燃烧的噩梦,主演:颜丹马梓涵,6.0,2016,付费
探魔导师,主演:洪冰瑶孔舒航慕岩,6.3,2016,付费
江南皮革厂,主演:范炜赵灵,7.1,2016,付费
深海X异种,主演:李璐兵叶新晨陈威旭,6.3,2016,付费
风水先生,主演:张柯,6.3,2016,付费
盲少爷的小女仆,演员为空,7.1,2016,付费
暗影特工局,主演:徐开骋彭渤,6.8,2016,付费
逆天侠盗团：百盗之局,主演:于小彤贾征宇,7.5,2016,付费
站住！别跑！,主演:葛铮卢野,7.0,2016,付费
古惑镇激斗少年,主演:孙昊,7.4,2016,付费
白雾谜岸,主演:王薇,6.9,2016,付费
日夜男女,主演:杨冬麒大兵,7.4,2016,付费
丧尸屠城2,主演:张胥鸿,6.9,2016,付费
我的护士女友,主演:唐菲,6.7,2016,付费
鬼瞳警探,主演:李灿森刘羽琦,6.6,2016,付费
我的极品女神（粤语）,主演:郑伊健周秀娜何浩文,7.7,2016,付费
我的极品女神,主演:郑伊健周秀娜林子聪,7.6,2016,付费
玩偶2016,主演:廖语辰刘思涵,6.5,2016,付费
三界传说之驱魔人,主演:张宇方芳,6.2,2016,付费
刺客记忆之血月,主演:启杰,6.9,2016,付费
超时空谋杀,主演:曹然然龚格尔,6.5,2016,付费
一路向南,主演:冯建宇张晓林,7.6,2016,付费
大梦西游,主演:谢苗张赫,7.7,2016,付费
虚拟情人,主演:吴民凡陈凯薇,7.5,2016,付费
茅山邪道之养尸冢,主演:韩兆李菁,6.7,2016,付费
血战铜锣湾,主演:许君聪刘晓晔,6.7,2016,付费
心碎急诊室,主演:李川庞翰辰,7.0,2016,付费
漫长一夜之赶尸列车,主演:李祥祥董潞蔓,6.9,2016,付费
我的超能叔叔,主演:张西正,7.6,2016,付费
你行你上,主演:韩明霖毛友凤,7.0,2016,付费
倒霉的凶手,主演:沈保平林晨,6.8,2016,付费
追踪和氏璧,主演:宋喜周阳光,6.3,2016,付费
僵军归来,主演:宋珉宇郭力行,6.7,2016,付费
以为是老大,主演:那威,7.6,2016,付费
萌兄蠢弟之大明星奇遇记,主演:乔卡卡小米孙研翔,7.6,2016,付费
我的野蛮蚁后,主演:孙少伟王全城,6.5,2016,付费
七宗罪之爱欲深渊,主演:陈鹏辛柔,5.8,2016,付费
嘿！哥们,主演:白子健陈俏,7.3,2016,付费
别再打我了,主演:陈叶玲张律,5.3,2016,付费
硬盘少女,主演:马瑶瑶,7.3,2016,付费
追爱秘籍之娘炮来了,主演:赵鑫赵儒嫣,6.3,2016,付费
遇见恶魔2016,演员为空,6.1,2016,付费
亡魂夜,主演:张嘉金梓壑,5.7,2016,付费
二胎,主演:杨爵,6.3,2016,付费
弹弓侠,主演:许其成王浩名管爱标,6.4,2016,付费
青砖侠,主演:张柯包磊夏浩南,6.4,2016,付费
欲望监禁,主演:李蒙凌柒丁雅,6.1,2016,付费
凶宅异界,主演:马婵娟焦文倩,6.9,2016,付费
电竞高校,主演:刘畅叶子淇,7.5,2016,付费
长白山传说之捉仙记,主演:房飞霖陶思源孔铭,6.6,2016,付费
香蕉女郎,主演:王鹤铮,6.7,2016,付费
DS绅士,主演:苏广益顺子,6.4,2016,付费
正果,主演:张优李菁菁80s,6.8,2016,付费
欲望电梯之魔道出击,主演:段冉苏德伦,6.0,2016,付费
今古诡事录：亲爱的他,主演:杨子茜金士城,6.2,2016,付费
反击绿茶大作战,主演:李晓语,7.9,2016,付费
囧探之大漠枭雄,主演:王书麒朱慧敏于玄子,6.1,2016,付费
我的房东之诡宅窒息,主演:安笑歌,6.2,2016,付费
同学合租吗,主演:王良苗青,7.0,2016,付费
僵尸七日重生,主演:杨森,5.5,2016,付费
黄泉山庄之色界,主演:孔东东沙慧孙浩雨,6.8,2016,付费
迷失空间,主演:江奇霖,6.1,2016,付费
注定遇见你,主演:周紫馨李应七袁芳,7.1,2016,付费
危险人格,主演:叶良辰任梓溪,6.5,2016,付费
堕落花之鬼打墙,主演:梁雪芹顾宝丰,6.6,2016,付费
玩大了,主演:墨布文湘俄木子豪,6.0,2016,付费
深夜我带你回家之致命车票,主演:邱浩轩董素奇,6.9,2016,付费
怂人囧事,主演:李乐俞佳赵刚,6.9,2016,付费
灵异桑拿,主演:方楚彤张宇飞,5.9,2016,付费
身边的恶魔之恐怖来袭,主演:贺双彬,6.5,2016,付费
极速风暴,主演:黄婉婷,7.3,2016,付费
灵异手术,主演:杨森,7.0,2016,付费
出马仙,主演:张艺骞吴恙,7.2,2016,付费
美腿JQK,主演:尹航刘艺丹杨雪,7.3,2016,付费
夜魔坛之女校怪谈,主演:章乐韵后欣欣,6.2,2016,付费
蕾丝妙探,主演:王欢张也,7.2,2016,付费
夜店奇缘,主演:夏仪斌陈宇建,6.8,2016,付费
花心最好命,主演:黄施儒亚孟乐,7.4,2016,付费
养魂计划,主演:李秋望袁伟龙,7.0,2016,付费
薛定谔的猫,主演:阮晓伟王馨瑶,7.4,2016,付费
奇侠,主演:韩超曾惜,5.9,2016,付费
道士大战碟仙碟,主演:水原碧衣张晗,5.1,2016,付费
魔界判官,主演:叶丹姜星呈陈杨子,6.6,2016,付费
道长帮帮忙之猎月魔星,主演:侯辉辉韩强,6.6,2016,付费
悬影重重,主演:张晓东赵幼幼,6.1,2016,付费
找个高富帅？,主演:徐申东曲昱曈,7.2,2016,付费
进击吧！单身狗,主演:王玲玉范晓东欧倩如,7.1,2016,付费
东北古惑仔,主演:小黑关浩,6.2,2016,付费
鬼屋惊魂2016,主演:曹蕾刘轩豪,6.8,2016,付费
武琊榜,主演:柳智玉李凯诗,6.4,2016,付费
笨贼别跑,主演:彭波李添诺董向荣,6.1,2016,付费
试衣间,主演:娜仁托娅王萌,7.0,2016,付费
疯狂浪人,主演:段冉,6.2,2016,付费
猎魔,主演:梁鸣武朋聂晶磊,6.3,2016,付费
宫藏挚爱,主演:倪天年苏幻俊,6.5,2016,付费
暴走兄弟大战僵尸古惑仔,主演:谢天华,6.4,2016,付费
二次元空间,主演:储毅徐薇,6.0,2016,付费
林与夕,主演:代雪张婷,6.4,2016,付费
吓死宝宝之枪击大boss,主演:孙隽聂欣钰胡之汉,6.3,2016,付费
边缘猎人,主演:关伟军,6.3,2016,付费
美漂,主演:吕维忠邓潇尧陈俊豪,6.5,2016,付费
超能附体,主演:徐歉,7.0,2016,付费
血屋2016,主演:甫枭虎,6.5,2016,付费
暗杀美女鳄,主演:张璐瑶,7.1,2016,付费
我亲爱的小淘气,主演:吴哲钒张雷,7.6,2016,付费
少女夜蒲,主演:彭禺厶钟紫心,7.1,2016,付费
空姐公寓,主演:冯凯韵,7.1,2016,付费
致命偷窥之恶魔少女,主演:郭志桐陈琳,7.0,2016,付费
诡楼之除夕夜,主演:韦依,6.8,2016,付费
听见爱,主演:孙涛,7.3,2016,付费
诡宅新娘,主演:姚开广,6.5,2016,付费
极品小农民,主演:刘衍辰,7.0,2016,付费
少年杨过之奇幻历程,主演:宋星妍,7.2,2016,付费
钱囧III钱裂线,主演:马杰,6.3,2016,付费
鬼推磨,主演:雷旭晗,7.0,2016,付费
迁,主演:王健,6.1,2016,付费
九号公路,主演:马斯舍祚韦,6.8,2016,付费
鬼祭,主演:徐思怡,5.6,2016,付费
南拳北腿之怒火营救,主演:白洁,7.0,2016,付费
超能女友,主演:黄彦,6.7,2016,付费
虐杀12小时,主演:赵昕彤,7.5,2016,付费
片场风云之冤家姐妹,主演:韦毓雯,6.7,2016,付费
黑车,主演:宋波,7.3,2016,付费
伏魔战士,主演:阮伟旌,7.1,2016,付费
纸牌风云-夺香,主演:单龙彪,6.9,2016,付费
杜丫丫相亲记,主演:欧阳梦竹,7.0,2016,付费
一夜未回2,主演:赵明亮,6.6,2016,付费
成语笑传,主演:任德勇,6.1,2016,付费
千术之王,主演:夏志远,6.2,2016,付费
花前醉,主演:侯晓,7.6,2016,付费
东北野兽,主演:王明伟,6.3,2016,付费
顽笑,主演:陈玉,5.9,2016,付费
幻想女儿国,主演:刘卓,5.7,2016,付费
盲之道,主演:路瑶,7.0,2016,付费
欢天喜地开心鬼,主演:柳航吴业晗吴志雄,6.8,2016,付费
恭喜发财2016,主演:施丹江,7.4,2016,付费
三老虎圪旦,主演:子昊,7.8,2016,付费
找打,主演:赵小艺,6.0,2016,付费
捉妖道长之色魔投胎,主演:林航,5.5,2016,付费
老街那点事儿,主演:魏旭桉榵,6.8,2016,付费
今天我妈要嫁人,主演:张昊,5.9,2016,付费
麻辣学妹与萌大叔Ⅱ：有种你撕票,主演:宋啓光,7.3,2016,付费
我的二次元女友,主演:雷诺儿于小婉王远达,7.1,2016,付费
千年誓言之开启封印,主演:王圣君,7.0,2016,付费
都市奇侠之奇门遁甲,主演:马龙,7.2,2016,付费
赌神风云2016,主演:沙鹰,6.2,2016,付费
驱魔人前传2,主演:高广泽,7.1,2016,付费
我的邻居是杀手,主演:王乐,6.3,2016,付费
天津恐怖故事,主演:李毅先,6.4,2016,付费
这是什么鬼,主演:孙军,7.2,2016,付费
曼陀罗之乾齿鲨小姐,主演:楚镇,6.3,2016,付费
王府魅影,主演:林琪崔晨曦王乙童,6.6,2016,付费
狗眼看阴阳2暴君之魂,主演:颜丹,6.9,2016,付费
麻辣学妹与萌大叔Ⅰ：内衣不好惹,主演:宋啓光,7.1,2016,付费
泡王,主演:郑梦瑶,5.9,2016,付费
韦小宝牧鬼记之魅鬼夺魂,主演:苏航,6.9,2016,付费
半条命2之刺杀美女总裁,主演:楚镇,6.9,2016,付费
不良女警,主演:邹新宇李萌萌,7.4,2016,付费
群侠夺宝战,主演:姚雨鑫,6.9,2016,付费
我的越南新娘,主演:黄伟,6.5,2016,付费
无处可逃（2016）,主演:王冬,7.2,2016,付费
尸恋33天,主演:语晓枫,5.9,2016,付费
非常剑,主演:任德勇,6.5,2016,付费
致青春兄弟篇2,主演:豆艺坤,7.6,2016,付费
诡门之异能觉醒,主演:吴建国金梓壑毛泽少,7.7,2016,付费
粉色女郎之乍见之欢,主演:柯衍昱,6.8,2016,付费
回魂2016,主演:王伊,6.7,2016,付费
搞笑二侠,主演:韩会亮,6.7,2016,付费
开心鬼大师之开心过大年,主演:李俊杰,7.8,2016,付费
剧组风云之日本男优穿越记,主演:时男何达周海峰王庆,7.5,2016,付费
谁是你的菜,主演:刘益南,7.2,2016,付费
万万想不到,主演:王斌,6.3,2016,付费
睡衣趴papa,主演:周钰沦,7.0,2016,付费
三傻大闹北京城,主演:王龙,7.1,2016,付费
阴阳实录之红衣男孩,主演:齐志虎虎,7.1,2016,付费
泡妞大宗师之老泡儿,主演:赫雷,7.6,2016,付费
蛊惑仔,主演:杨煌胤李林娟郭乐瞳,6.7,2016,付费
小飞的梦想,主演:李浩然吕晴王鹏,7.5,2016,付费
冰城宁哥之怒放的青春,主演:赵宁宇,7.3,2016,付费
女寝还魂,主演:乘瑶,7.0,2016,付费
再见备胎,主演:郑梦瑶陈亚楠郜小良,6.2,2016,付费
乌龙三宝,主演:赵文瑞,7.0,2016,付费
B级大片,主演:黄伟周瑞锋刘梦熙,6.0,2016,付费
死亡邀请,主演:白晓朵,6.0,2016,付费
拳力以赴之爱的拳头,主演:迦南,7.6,2016,付费
特卫俏佳人2,主演:大洋,6.6,2016,付费
整蛊至尊,主演:张行柳俊刘欣雅,5.9,2016,付费
屌丝女与暴力男的情史,主演:杨鑫,6.8,2016,付费
大话天珠,主演:韩烨石晨赵梦娜,6.9,2016,付费
校卫,主演:刘哲,6.9,2016,付费
媳妇儿难当,主演:李放,6.3,2016,付费
山村野战,主演:王昆,7.3,2016,付费
嘘！偷完了别走,主演:何江,7.0,2016,付费
那小子真拽,主演:马可许媛媛,7.4,2016,付费
遭遇海明威,主演:韩宝凛,6.6,2015,免费
僵尸侠,主演:何映桥卢沁希舒强,6.1,2015,免费
出马仙之驱邪特工队,主演:谷丰,7.4,2015,免费
桃色迷局,主演:郭芯榕,6.4,2015,免费
癞蛤蟆遇小天鹅,主演:温海波,6.9,2015,免费
东北兄弟之千予千成,主演:周圣博,7.1,2015,免费
整蛊雇佣团,主演:张成成金子栩李子轩,6.6,2015,免费
尘封的抗战记忆,主演:陈杨子,5.9,2015,免费
墙后的秘密,主演:夏仪斌,6.7,2015,免费
石头侠,主演:吴樾,6.9,2015,免费
奇葩特工之国产008,主演:张世玉,7.1,2015,免费
盗墓诡影之寻龙点穴,主演:隨存毅,6.2,2015,免费
僵尸大厦,主演:赵嘉奇,6.4,2015,免费
非常幻想,主演:王莘迪,7.0,2015,免费
传奇酒馆,主演:贾征宇,7.5,2015,免费
盗墓诡影之九星雍王墓,主演:隨存毅,5.8,2015,免费
女神巧遇女汉子,主演:谢承佑,6.6,2015,免费
捉妖者联盟II大圣娶妻,主演:刘頔,7.4,2015,免费
诡异录之锁龙井,主演:谈莉娜贾盛强季子渊,6.0,2015,免费
校花股神,主演:陈佳佳(北京),6.5,2015,免费
逆袭的青春,主演:阚婷婷,6.5,2015,免费
龙吟,主演:郭冬临,6.1,2015,免费
江湖之兄弟情,主演:黄一飞,7.3,2015,免费
佬炮之西游行,主演:汪洋,5.9,2015,免费
疯狂寻爱记,主演:姚雨鑫,7.5,2015,免费
小炮儿之三傻大劫案,主演:赵小炮,7.6,2015,免费
千门风云,主演:杨地,6.7,2015,免费
别把她宠坏,主演:左一阳,6.9,2015,免费
股神,主演:吴毅将,7.2,2015,免费
穿越世纪的前任,主演:芦伟夏仪斌刘倩迎,6.1,2015,免费
遭遇海明威,主演:韩宝凛,6.6,2015,免费
僵尸侠,主演:何映桥卢沁希舒强,6.1,2015,免费
出马仙之驱邪特工队,主演:谷丰,7.4,2015,免费
桃色迷局,主演:郭芯榕,6.4,2015,免费
癞蛤蟆遇小天鹅,主演:温海波,6.9,2015,免费
东北兄弟之千予千成,主演:周圣博,7.1,2015,免费
整蛊雇佣团,主演:张成成金子栩李子轩,6.6,2015,免费
尘封的抗战记忆,主演:陈杨子,5.9,2015,免费
墙后的秘密,主演:夏仪斌,6.7,2015,免费
石头侠,主演:吴樾,6.9,2015,免费
奇葩特工之国产008,主演:张世玉,7.1,2015,免费
盗墓诡影之寻龙点穴,主演:隨存毅,6.2,2015,免费
僵尸大厦,主演:赵嘉奇,6.4,2015,免费
非常幻想,主演:王莘迪,7.0,2015,免费
传奇酒馆,主演:贾征宇,7.5,2015,免费
盗墓诡影之九星雍王墓,主演:隨存毅,5.8,2015,免费
女神巧遇女汉子,主演:谢承佑,6.6,2015,免费
捉妖者联盟II大圣娶妻,主演:刘頔,7.4,2015,免费
诡异录之锁龙井,主演:谈莉娜贾盛强季子渊,6.0,2015,免费
校花股神,主演:陈佳佳(北京),6.5,2015,免费
逆袭的青春,主演:阚婷婷,6.5,2015,免费
龙吟,主演:郭冬临,6.1,2015,免费
江湖之兄弟情,主演:黄一飞,7.3,2015,免费
佬炮之西游行,主演:汪洋,5.9,2015,免费
疯狂寻爱记,主演:姚雨鑫,7.5,2015,免费
小炮儿之三傻大劫案,主演:赵小炮,7.6,2015,免费
